Game Turn, Initiator, Recipient, Action, Details, Mayhem, Visibility
196, 6, 2, Deal Rejected, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_SILVER for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 97 Gold for 30 turns from 2 to 6; , 2306.5, 1
196, 7, 4, Deal Proposed, 1 RESOURCE_TOBACCO for 30 turns from 4 to 7; 1 RESOURCE_IRON for 30 turns from 7 to 4; 0 Joint War for 30 turns from 7 to 4; 0 Defensive Pact for 30 turns from 7 to 4; 7 Gold for 0 turns from 7 to 4; 0 Joint War for 30 turns from 4 to 7; 0 Defensive Pact for 30 turns from 4 to 7; , 2323.5, 2
196, 7, 4, Deal Closed, 1 RESOURCE_TOBACCO for 30 turns from 4 to 7; 1 RESOURCE_IRON for 30 turns from 7 to 4; 0 Joint War for 30 turns from 7 to 4; 0 Defensive Pact for 30 turns from 7 to 4; 7 Gold for 0 turns from 7 to 4; 0 Joint War for 30 turns from 4 to 7; 0 Defensive Pact for 30 turns from 4 to 7; , 2323.5, 2
196, 4, 7, Deal Rejected, 1 RESOURCE_TOBACCO for 30 turns from 4 to 7; 1 RESOURCE_IRON for 30 turns from 7 to 4; 0 Joint War for 30 turns from 7 to 4; 0 Defensive Pact for 30 turns from 7 to 4; 7 Gold for 0 turns from 7 to 4; 0 Joint War for 30 turns from 4 to 7; 0 Defensive Pact for 30 turns from 4 to 7; , 2323.5, 4
197, 5, 2, Denounced, , 2331.5, 2
197, 6, 21, Gave Influence, , 2332.5, 0
197, 6, 21, Gave Influence, , 2332.5, 0
198, 4, 20, Gave Influence, , 2345.5, 0
198, 4, 20, Gave Influence, , 2345.5, 0
198, 4, 20, Gave Influence, , 2345.5, 0
198, 5, 6, Denounced, , 2345.5, 2
198, 6, 5, Deal Proposed, 1 RESOURCE_GYPSUM for 30 turns from 5 to 6; 0 GreatWork for 0 turns from 5 to 6; 0 GreatWork for 0 turns from 5 to 6; 0 GreatWork for 0 turns from 6 to 5; 18 Gold for 0 turns from 6 to 5; 3 Gold for 30 turns from 6 to 5; , 2346.5, 1
198, 6, 5, Deal Closed, 1 RESOURCE_GYPSUM for 30 turns from 5 to 6; 0 GreatWork for 0 turns from 5 to 6; 0 GreatWork for 0 turns from 5 to 6; 0 GreatWork for 0 turns from 6 to 5; 18 Gold for 0 turns from 6 to 5; 3 Gold for 30 turns from 6 to 5; , 2346.5, 1
198, 5, 6, Deal Rejected, 1 RESOURCE_GYPSUM for 30 turns from 5 to 6; 0 GreatWork for 0 turns from 5 to 6; 0 GreatWork for 0 turns from 5 to 6; 0 GreatWork for 0 turns from 6 to 5; 18 Gold for 0 turns from 6 to 5; 3 Gold for 30 turns from 6 to 5; , 2346.5, 2
198, 6, 16, Gave Influence, , 2350.5, 0
199, 1, 7, Alliance Ends, , 2354.5, 3
199, 1, 7, Friendship Ends, , 2354.5, 3
199, 4, 1, Promise Refused, , 2354.5, 1
199, 1, 7, Declared Friends, , 2354.5, 3
199, 7, 1, Declared Friends, , 2354.5, 2
199, 2, 6, Deal Proposed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_SILVER for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 114 Gold for 30 turns from 2 to 6; , 2354.5, 1
199, 2, 6, Deal Closed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_SILVER for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 114 Gold for 30 turns from 2 to 6; , 2354.5, 1
199, 6, 2, Deal Rejected, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_SILVER for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 114 Gold for 30 turns from 2 to 6; , 2354.5, 1
199, 21, 6, At War, Suzerain War, 2354.5, 1
199, 2, 21, Gave Influence, , 2356.5, 0
199, 2, 21, Gave Influence, , 2356.5, 0
199, 2, 21, Gave Influence, , 2356.5, 0
199, 5, 6, Deal Proposed, 1 RESOURCE_MERCURY for 30 turns from 6 to 5; 0 GreatWork for 0 turns from 6 to 5; 1 RESOURCE_GYPSUM for 30 turns from 5 to 6; 1 RESOURCE_DIAMONDS for 30 turns from 5 to 6; 16 Gold for 0 turns from 5 to 6; 9 Gold for 30 turns from 5 to 6; , 2356.5, 2
199, 6, 5, Deal Accepted, 1 RESOURCE_MERCURY for 30 turns from 6 to 5; 0 GreatWork for 0 turns from 6 to 5; 1 RESOURCE_GYPSUM for 30 turns from 5 to 6; 1 RESOURCE_DIAMONDS for 30 turns from 5 to 6; 16 Gold for 0 turns from 5 to 6; 9 Gold for 30 turns from 5 to 6; , 2356.5, 1
199, 1, 7, Promise Refused, , 2360.5, 3
200, 1, 14, Gave Influence, , 2365.5, 0
200, 1, 6, Denounced, , 2365.5, 1
200, 1, 5, Deal Proposed, 0 GreatWork for 0 turns from 5 to 1; 0 GreatWork for 0 turns from 1 to 5; 0 Research Agreement for -1 turns from 1 to 5; 20 Gold for 0 turns from 1 to 5; 2 Gold for 30 turns from 1 to 5; 0 Research Agreement for -1 turns from 5 to 1; , 2366.5, 3
200, 5, 1, Deal Accepted, 0 GreatWork for 0 turns from 5 to 1; 0 GreatWork for 0 turns from 1 to 5; 0 Research Agreement for -1 turns from 1 to 5; 20 Gold for 0 turns from 1 to 5; 2 Gold for 30 turns from 1 to 5; 0 Research Agreement for -1 turns from 5 to 1; , 2366.5, 4
200, 1, 5, Research Agreement, , 2366.5, 3
200, 5, 1, Research Agreement, , 2366.5, 4
200, 5, 1, Research Agreement Ends, , 2366.5, 4
200, 1, 5, Research Agreement Ends, , 2366.5, 3
200, 1, 20, Gave Influence, , 2366.5, 0
200, 1, 20, Gave Influence, , 2366.5, 0
200, 1, 20, Gave Influence, , 2366.5, 0
200, 1, 20, Gave Influence, , 2366.5, 0
201, 1, 5, Alliance Ends, , 2371.5, 3
201, 1, 5, Friendship Ends, , 2371.5, 3
201, 1, 6, Deal Proposed, 0 GreatWork for 0 turns from 6 to 1; 0 GreatWork for 0 turns from 6 to 1; 1 RESOURCE_IRON for 30 turns from 1 to 6; 1 RESOURCE_COAL for 30 turns from 1 to 6; 1 RESOURCE_DIAMONDS for 30 turns from 1 to 6; 4 Gold for 30 turns from 1 to 6; , 2371.5, 1
201, 4, 2, Deal Proposed, 1 RESOURCE_COFFEE for 30 turns from 2 to 4; 1 RESOURCE_CITRUS for 30 turns from 2 to 4; 0 GreatWork for 0 turns from 4 to 2; 0 Open Borders for 30 turns from 4 to 2; 9 Gold for 0 turns from 4 to 2; 1 Gold for 30 turns from 4 to 2; , 2371.5, 3
201, 2, 4, Deal Accepted, 1 RESOURCE_COFFEE for 30 turns from 2 to 4; 1 RESOURCE_CITRUS for 30 turns from 2 to 4; 0 GreatWork for 0 turns from 4 to 2; 0 Open Borders for 30 turns from 4 to 2; 9 Gold for 0 turns from 4 to 2; 1 Gold for 30 turns from 4 to 2; , 2371.5, 2
201, 5, 1, Declared Friends, , 2371.5, 3
201, 1, 5, Declared Friends, , 2371.5, 3
201, 5, 0, Deal Proposed, 0 GreatWork for 0 turns from 0 to 5; 1 RESOURCE_WHALES for 30 turns from 5 to 0; 1 RESOURCE_GYPSUM for 30 turns from 5 to 0; 0 Defensive Pact for 30 turns from 5 to 0; 20 Gold for 0 turns from 5 to 0; 5 Gold for 30 turns from 5 to 0; 0 Defensive Pact for 30 turns from 0 to 5; , 2371.5, 4
201, 5, 2, Deal Proposed, 1 RESOURCE_CITRUS for 30 turns from 2 to 5; 5 Gold for 0 turns from 5 to 2; , 2371.5, 2
201, 5, 2, Deal Closed, 1 RESOURCE_CITRUS for 30 turns from 2 to 5; 5 Gold for 0 turns from 5 to 2; , 2371.5, 2
201, 2, 5, Deal Rejected, 1 RESOURCE_CITRUS for 30 turns from 2 to 5; 5 Gold for 0 turns from 5 to 2; , 2371.5, 1
201, 6, 1, Deal Proposed, 1 RESOURCE_DIAMONDS for 30 turns from 1 to 6; 1 RESOURCE_PEARLS for 30 turns from 6 to 1; 4 Gold for 0 turns from 6 to 1; , 2371.5, 1
201, 6, 1, Deal Closed, 1 RESOURCE_DIAMONDS for 30 turns from 1 to 6; 1 RESOURCE_PEARLS for 30 turns from 6 to 1; 4 Gold for 0 turns from 6 to 1; , 2371.5, 1
201, 1, 6, Deal Rejected, 1 RESOURCE_DIAMONDS for 30 turns from 1 to 6; 1 RESOURCE_PEARLS for 30 turns from 6 to 1; 4 Gold for 0 turns from 6 to 1; , 2371.5, 1
201, 5, 7, Promise Refused, , 2371.5, 4
201, 7, 0, Deal Proposed, 0 GreatWork for 0 turns from 0 to 7; 0 GreatWork for 0 turns from 0 to 7; 1 RESOURCE_IRON for 30 turns from 7 to 0; 1 RESOURCE_GYPSUM for 30 turns from 7 to 0; 0 Research Agreement for -1 turns from 7 to 0; 0 Joint War for 30 turns from 7 to 0; 0 Defensive Pact for 30 turns from 7 to 0; 18 Gold for 30 turns from 7 to 0; 0 Research Agreement for -1 turns from 0 to 7; 0 Joint War for 30 turns from 0 to 7; 0 Defensive Pact for 30 turns from 0 to 7; , 2371.5, 2
201, 7, 1, Deal Proposed, 1 RESOURCE_URANIUM for 30 turns from 1 to 7; 1 RESOURCE_COAL for 30 turns from 1 to 7; 0 GreatWork for 0 turns from 1 to 7; 0 GreatWork for 0 turns from 7 to 1; 0 Research Agreement for -1 turns from 7 to 1; 0 Joint War for 30 turns from 7 to 1; 1 Gold for 0 turns from 7 to 1; 1 Gold for 30 turns from 7 to 1; 0 Research Agreement for -1 turns from 1 to 7; 0 Joint War for 30 turns from 1 to 7; , 2371.5, 2
201, 7, 2, Deal Proposed, 0 GreatWork for 0 turns from 2 to 7; 1 RESOURCE_GYPSUM for 30 turns from 7 to 2; 1 RESOURCE_COTTON for 30 turns from 7 to 2; 6 Gold for 0 turns from 7 to 2; 4 Gold for 30 turns from 7 to 2; , 2371.5, 0
201, 7, 2, Deal Closed, 0 GreatWork for 0 turns from 2 to 7; 1 RESOURCE_GYPSUM for 30 turns from 7 to 2; 1 RESOURCE_COTTON for 30 turns from 7 to 2; 6 Gold for 0 turns from 7 to 2; 4 Gold for 30 turns from 7 to 2; , 2371.5, 0
201, 2, 7, Deal Rejected, 0 GreatWork for 0 turns from 2 to 7; 1 RESOURCE_GYPSUM for 30 turns from 7 to 2; 1 RESOURCE_COTTON for 30 turns from 7 to 2; 6 Gold for 0 turns from 7 to 2; 4 Gold for 30 turns from 7 to 2; , 2371.5, 1
202, 1, 2, Deal Proposed, 0 GreatWork for 0 turns from 2 to 1; 1 RESOURCE_DIAMONDS for 30 turns from 1 to 2; 0 Captive for 0 turns from 1 to 2; 3 Gold for 0 turns from 1 to 2; , 2372.5, 1
202, 1, 2, Deal Closed, 0 GreatWork for 0 turns from 2 to 1; 1 RESOURCE_DIAMONDS for 30 turns from 1 to 2; 0 Captive for 0 turns from 1 to 2; 3 Gold for 0 turns from 1 to 2; , 2372.5, 1
202, 2, 1, Deal Rejected, 0 GreatWork for 0 turns from 2 to 1; 1 RESOURCE_DIAMONDS for 30 turns from 1 to 2; 0 Captive for 0 turns from 1 to 2; 3 Gold for 0 turns from 1 to 2; , 2372.5, 1
202, 2, 6, Deal Proposed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_SILVER for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 0 GreatWork for 0 turns from 2 to 6; 109 Gold for 30 turns from 2 to 6; , 2372.5, 1
202, 2, 6, Deal Closed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_SILVER for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 0 GreatWork for 0 turns from 2 to 6; 109 Gold for 30 turns from 2 to 6; , 2372.5, 1
202, 6, 2, Deal Rejected, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_SILVER for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 0 GreatWork for 0 turns from 2 to 6; 109 Gold for 30 turns from 2 to 6; , 2372.5, 1
202, 4, 6, Deal Proposed, 0 GreatWork for 0 turns from 6 to 4; 1 RESOURCE_SILK for 30 turns from 4 to 6; 1 RESOURCE_COCOA for 30 turns from 4 to 6; 11 Gold for 0 turns from 4 to 6; , 2372.5, 1
202, 6, 4, Deal Accepted, 0 GreatWork for 0 turns from 6 to 4; 1 RESOURCE_SILK for 30 turns from 4 to 6; 1 RESOURCE_COCOA for 30 turns from 4 to 6; 11 Gold for 0 turns from 4 to 6; , 2372.5, 1
202, 4, 15, Gave Influence, , 2373.0, 0
202, 5, 4, Deal Proposed, 0 GreatWork for 0 turns from 4 to 5; 1 RESOURCE_WHALES for 30 turns from 5 to 4; 16 Gold for 0 turns from 5 to 4; 9 Gold for 30 turns from 5 to 4; , 2373.0, 3
202, 4, 5, Deal Accepted, 0 GreatWork for 0 turns from 4 to 5; 1 RESOURCE_WHALES for 30 turns from 5 to 4; 16 Gold for 0 turns from 5 to 4; 9 Gold for 30 turns from 5 to 4; , 2373.0, 1
203, 4, 7, Deal Proposed, 0 GreatWork for 0 turns from 7 to 4; 1 RESOURCE_SILK for 30 turns from 4 to 7; 1 RESOURCE_COCOA for 30 turns from 4 to 7; 0 Defensive Pact for 30 turns from 4 to 7; 24 Gold for 0 turns from 4 to 7; 1 Gold for 30 turns from 4 to 7; 0 Defensive Pact for 30 turns from 7 to 4; , 2384.5, 4
203, 7, 4, Deal Accepted, 0 GreatWork for 0 turns from 7 to 4; 1 RESOURCE_SILK for 30 turns from 4 to 7; 1 RESOURCE_COCOA for 30 turns from 4 to 7; 0 Defensive Pact for 30 turns from 4 to 7; 24 Gold for 0 turns from 4 to 7; 1 Gold for 30 turns from 4 to 7; 0 Defensive Pact for 30 turns from 7 to 4; , 2384.5, 2
203, 7, 4, Defensive Pact, , 2384.5, 2
203, 4, 7, Defensive Pact, , 2384.5, 4
204, 2, 4, Deal Proposed, 0 GreatWork for 0 turns from 4 to 2; 1 RESOURCE_WHALES for 30 turns from 2 to 4; 1 RESOURCE_CITRUS for 30 turns from 2 to 4; 5 Gold for 0 turns from 2 to 4; 6 Gold for 30 turns from 2 to 4; , 2390.0, 2
204, 2, 4, Deal Closed, 0 GreatWork for 0 turns from 4 to 2; 1 RESOURCE_WHALES for 30 turns from 2 to 4; 1 RESOURCE_CITRUS for 30 turns from 2 to 4; 5 Gold for 0 turns from 2 to 4; 6 Gold for 30 turns from 2 to 4; , 2390.0, 2
204, 4, 2, Deal Rejected, 0 GreatWork for 0 turns from 4 to 2; 1 RESOURCE_WHALES for 30 turns from 2 to 4; 1 RESOURCE_CITRUS for 30 turns from 2 to 4; 5 Gold for 0 turns from 2 to 4; 6 Gold for 30 turns from 2 to 4; , 2390.0, 3
204, 4, 0, Deal Proposed, 0 GreatWork for 0 turns from 0 to 4; 0 GreatWork for 0 turns from 0 to 4; 0 GreatWork for 0 turns from 0 to 4; 0 GreatWork for 0 turns from 0 to 4; 1 RESOURCE_TOBACCO for 30 turns from 4 to 0; 0 Research Agreement for -1 turns from 4 to 0; 0 Defensive Pact for 30 turns from 4 to 0; 14 Gold for 0 turns from 4 to 0; 9 Gold for 30 turns from 4 to 0; 0 Research Agreement for -1 turns from 0 to 4; 0 Defensive Pact for 30 turns from 0 to 4; , 2392.0, 3
205, 2, 6, Deal Proposed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_SILVER for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 0 GreatWork for 0 turns from 2 to 6; 66 Gold for 30 turns from 2 to 6; , 2395.5, 1
205, 2, 6, Deal Closed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_SILVER for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 0 GreatWork for 0 turns from 2 to 6; 66 Gold for 30 turns from 2 to 6; , 2395.5, 1
205, 6, 2, Deal Rejected, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_SILVER for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 0 GreatWork for 0 turns from 2 to 6; 66 Gold for 30 turns from 2 to 6; , 2395.5, 1
205, 2, 0, Deal Proposed, 0 GreatWork for 0 turns from 0 to 2; 1 RESOURCE_WHALES for 30 turns from 2 to 0; 1 RESOURCE_CITRUS for 30 turns from 2 to 0; 6 Gold for 0 turns from 2 to 0; 4 Gold for 30 turns from 2 to 0; , 2395.5, 1
205, 7, 5, Promise Refused, , 2398.5, 0
205, 5, 0, Embassy, , 2398.5, 4
205, 6, 0, Deal Proposed, 1 RESOURCE_NITER for 30 turns from 0 to 6; 1 RESOURCE_TRUFFLES for 30 turns from 6 to 0; 3 Gold for 0 turns from 6 to 0; 2 Gold for 30 turns from 6 to 0; , 2398.5, 1
205, 7, 24, Gave Influence, , 2398.5, 0
205, 7, 24, Gave Influence, , 2398.5, 0
205, 7, 6, Deal Proposed, 1 RESOURCE_TRUFFLES for 30 turns from 6 to 7; 0 GreatWork for 0 turns from 6 to 7; 0 GreatWork for 0 turns from 6 to 7; 1 RESOURCE_GYPSUM for 30 turns from 7 to 6; 1 RESOURCE_COTTON for 30 turns from 7 to 6; 18 Gold for 0 turns from 7 to 6; 2 Gold for 30 turns from 7 to 6; , 2398.5, 0
205, 7, 6, Deal Closed, 1 RESOURCE_TRUFFLES for 30 turns from 6 to 7; 0 GreatWork for 0 turns from 6 to 7; 0 GreatWork for 0 turns from 6 to 7; 1 RESOURCE_GYPSUM for 30 turns from 7 to 6; 1 RESOURCE_COTTON for 30 turns from 7 to 6; 18 Gold for 0 turns from 7 to 6; 2 Gold for 30 turns from 7 to 6; , 2398.5, 0
205, 6, 7, Deal Rejected, 1 RESOURCE_TRUFFLES for 30 turns from 6 to 7; 0 GreatWork for 0 turns from 6 to 7; 0 GreatWork for 0 turns from 6 to 7; 1 RESOURCE_GYPSUM for 30 turns from 7 to 6; 1 RESOURCE_COTTON for 30 turns from 7 to 6; 18 Gold for 0 turns from 7 to 6; 2 Gold for 30 turns from 7 to 6; , 2398.5, 1
205, 0, 6, Declared Friends, , 2400.5, 2
205, 6, 0, Declared Friends, , 2400.5, 1
206, 0, 6, Allied, , 2400.5, 2
206, 6, 0, Allied, , 2400.5, 1
206, 1, 4, Deal Proposed, 0 GreatWork for 0 turns from 4 to 1; 1 RESOURCE_IRON for 30 turns from 1 to 4; 1 RESOURCE_COAL for 30 turns from 1 to 4; 21 Gold for 0 turns from 1 to 4; 7 Gold for 30 turns from 1 to 4; , 2400.5, 1
206, 1, 4, Deal Closed, 0 GreatWork for 0 turns from 4 to 1; 1 RESOURCE_IRON for 30 turns from 1 to 4; 1 RESOURCE_COAL for 30 turns from 1 to 4; 21 Gold for 0 turns from 1 to 4; 7 Gold for 30 turns from 1 to 4; , 2400.5, 1
206, 4, 1, Deal Rejected, 0 GreatWork for 0 turns from 4 to 1; 1 RESOURCE_IRON for 30 turns from 1 to 4; 1 RESOURCE_COAL for 30 turns from 1 to 4; 21 Gold for 0 turns from 1 to 4; 7 Gold for 30 turns from 1 to 4; , 2400.5, 1
206, 4, 5, Deal Proposed, 1 RESOURCE_COTTON for 30 turns from 5 to 4; 1 RESOURCE_TOBACCO for 30 turns from 4 to 5; 4 Gold for 0 turns from 4 to 5; , 2404.5, 1
206, 5, 4, Deal Accepted, 1 RESOURCE_COTTON for 30 turns from 5 to 4; 1 RESOURCE_TOBACCO for 30 turns from 4 to 5; 4 Gold for 0 turns from 4 to 5; , 2404.5, 3
207, 5, 1, Defensive Pact Ends, , 2405.5, 3
207, 1, 5, Defensive Pact Ends, , 2405.5, 2
207, 1, 0, Deal Proposed, 0 GreatWork for 0 turns from 0 to 1; 1 RESOURCE_HORSES for 30 turns from 1 to 0; 0 GreatWork for 0 turns from 1 to 0; 0 Defensive Pact for 30 turns from 1 to 0; 1 Gold for 30 turns from 1 to 0; 0 Defensive Pact for 30 turns from 0 to 1; , 2405.5, 3
207, 5, 21, Gave Influence, , 2407.5, 0
207, 7, 4, Deal Proposed, 0 GreatWork for 0 turns from 4 to 7; 1 RESOURCE_IRON for 30 turns from 7 to 4; 1 RESOURCE_COTTON for 30 turns from 7 to 4; 0 Research Agreement for -1 turns from 7 to 4; 0 Joint War for 30 turns from 7 to 4; 5 Gold for 30 turns from 7 to 4; 0 Research Agreement for -1 turns from 4 to 7; 0 Joint War for 30 turns from 4 to 7; , 2409.0, 2
208, 2, 6, Deal Proposed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 0 GreatWork for 0 turns from 2 to 6; 75 Gold for 30 turns from 2 to 6; , 2410.5, 1
208, 2, 6, Deal Closed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 0 GreatWork for 0 turns from 2 to 6; 75 Gold for 30 turns from 2 to 6; , 2410.5, 1
208, 6, 2, Deal Rejected, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 0 GreatWork for 0 turns from 2 to 6; 75 Gold for 30 turns from 2 to 6; , 2410.5, 1
208, 4, 1, Denounced, , 2412.5, 1
208, 4, 22, Gave Influence, , 2413.5, 0
208, 5, 0, Promise Broken, Spy, 2413.5, 4
208, 5, 14, Gave Influence, , 2413.5, 0
208, 5, 14, Gave Influence, , 2413.5, 0
209, 4, 1, Deal Proposed, 1 RESOURCE_MERCURY for 30 turns from 1 to 4; 1 RESOURCE_COCOA for 30 turns from 4 to 1; 4 Gold for 0 turns from 4 to 1; , 2418.0, 1
209, 4, 1, Deal Closed, 1 RESOURCE_MERCURY for 30 turns from 1 to 4; 1 RESOURCE_COCOA for 30 turns from 4 to 1; 4 Gold for 0 turns from 4 to 1; , 2418.0, 1
209, 1, 4, Deal Rejected, 1 RESOURCE_MERCURY for 30 turns from 1 to 4; 1 RESOURCE_COCOA for 30 turns from 4 to 1; 4 Gold for 0 turns from 4 to 1; , 2418.0, 1
209, 6, 5, Deal Proposed, 0 GreatWork for 0 turns from 5 to 6; 0 GreatWork for 0 turns from 5 to 6; 0 GreatWork for 0 turns from 5 to 6; 0 GreatWork for 0 turns from 6 to 5; 13 Gold for 0 turns from 6 to 5; 4 Gold for 30 turns from 6 to 5; , 2418.0, 1
209, 6, 5, Deal Closed, 0 GreatWork for 0 turns from 5 to 6; 0 GreatWork for 0 turns from 5 to 6; 0 GreatWork for 0 turns from 5 to 6; 0 GreatWork for 0 turns from 6 to 5; 13 Gold for 0 turns from 6 to 5; 4 Gold for 30 turns from 6 to 5; , 2418.0, 1
209, 5, 6, Deal Rejected, 0 GreatWork for 0 turns from 5 to 6; 0 GreatWork for 0 turns from 5 to 6; 0 GreatWork for 0 turns from 5 to 6; 0 GreatWork for 0 turns from 6 to 5; 13 Gold for 0 turns from 6 to 5; 4 Gold for 30 turns from 6 to 5; , 2418.0, 2
209, 6, 0, Embassy, , 2418.0, 2
210, 4, 0, Promise Made, Spy, 2420.0, 3
210, 0, 12, Gave Influence, , 2420.0, 0
210, 0, 12, Gave Influence, , 2420.0, 0
210, 0, 12, Gave Influence, , 2420.0, 0
210, 0, 12, Gave Influence, , 2420.0, 0
210, 2, 1, Deal Proposed, 1 RESOURCE_MERCURY for 30 turns from 1 to 2; 1 RESOURCE_CITRUS for 30 turns from 2 to 1; 4 Gold for 0 turns from 2 to 1; , 2420.0, 1
210, 2, 1, Deal Closed, 1 RESOURCE_MERCURY for 30 turns from 1 to 2; 1 RESOURCE_CITRUS for 30 turns from 2 to 1; 4 Gold for 0 turns from 2 to 1; , 2420.0, 1
210, 1, 2, Deal Rejected, 1 RESOURCE_MERCURY for 30 turns from 1 to 2; 1 RESOURCE_CITRUS for 30 turns from 2 to 1; 4 Gold for 0 turns from 2 to 1; , 2420.0, 1
210, 6, 4, Promise Made, Spy, 2424.0, 1
211, 0, 12, Gave Influence, , 2427.5, 0
211, 1, 5, Deal Proposed, 0 GreatWork for 0 turns from 5 to 1; 0 GreatWork for 0 turns from 5 to 1; 1 RESOURCE_MERCURY for 30 turns from 1 to 5; 0 GreatWork for 0 turns from 1 to 5; 0 Open Borders for 30 turns from 1 to 5; 1 Gold for 30 turns from 1 to 5; , 2427.5, 2
211, 5, 1, Deal Accepted, 0 GreatWork for 0 turns from 5 to 1; 0 GreatWork for 0 turns from 5 to 1; 1 RESOURCE_MERCURY for 30 turns from 1 to 5; 0 GreatWork for 0 turns from 1 to 5; 0 Open Borders for 30 turns from 1 to 5; 1 Gold for 30 turns from 1 to 5; , 2427.5, 3
211, 2, 6, Deal Proposed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 0 GreatWork for 0 turns from 2 to 6; 42 Gold for 30 turns from 2 to 6; , 2427.5, 1
