Game Turn, Range, Value, Seed, Type, Location
259, 2, 0, 4085551493, sync, GetNextBuyablePlot picker
259, 1, 0, 1705421786, sync, GetNextBuyablePlot picker
259, 1, 0, 1425000459, sync, GetNextBuyablePlot picker
259, 33, 27, 3163404008, sync, Choosing a Citizen Name
259, 4, 3, 3582050561, sync, GetNextBuyablePlot picker
259, 1, 0, 4174621606, sync, GetNextBuyablePlot picker
259, 2, 1, 1490082279, sync, GetNextBuyablePlot picker
259, 1, 0, 2734381460, sync, Random Direction
259, 16, 11, 3603459133, sync, Random Direction
259, 23, 4, 3095321650, sync, Random Direction
259, 23, 1, 902245763, sync, Random Direction
259, 62, 48, 201227008, sync, Random Direction
259, 1, 0, 3335819065, sync, Random Direction
259, 23, 1, 2872740222, sync, Random Direction
259, 1, 0, 323296991, sync, Random Direction
259, 42, 35, 3276818220, sync, Random Direction
259, 1, 0, 3605390837, sync, Random Direction
259, 1, 0, 2624700298, sync, Random Direction
259, 24, 4, 1938213371, sync, Random Direction
259, 1, 0, 890284568, sync, Random Direction
259, 23, 10, 1383853169, sync, Random Direction
259, 35, 16, 1899252310, sync, Random Direction
259, 13, 12, 1986923223, sync, Random Direction
259, 1, 0, 3983691716, sync, Random Direction
259, 1, 0, 1670504109, sync, Random Direction
259, 22, 9, 4257396194, sync, Random Direction
259, 12, 4, 1847491955, sync, Random Direction
259, 1, 0, 1730585648, sync, Random Direction
259, 1, 0, 3734681769, sync, Random Direction
259, 39, 5, 2816101934, sync, Random Direction
259, 16, 5, 559513039, sync, Random Direction
259, 39, 32, 1418318684, sync, Random Direction
259, 73, 64, 3527226981, sync, Random Direction
259, 31, 26, 3787530042, sync, Random Direction
259, 5, 1, 3617204203, sync, Random Direction
259, 34, 11, 1334757704, sync, Random Direction
259, 6, 1, 1456460769, sync, GetNextBuyablePlot picker
259, 1, 0, 1242690822, sync, GetNextBuyablePlot picker
259, 1, 0, 183588807, sync, GetNextBuyablePlot picker
259, 1, 0, 2624270836, sync, GetNextBuyablePlot picker
259, 2, 1, 3650407709, sync, GetNextBuyablePlot picker
259, 1, 0, 4232600466, sync, GetNextBuyablePlot picker
259, 1, 0, 1537321315, sync, Random Direction
259, 1, 0, 1795389792, sync, Random Direction
259, 1, 0, 3753254425, sync, Random Direction
259, 1, 0, 1577885406, sync, Random Direction
259, 4, 3, 561739967, sync, GetNextBuyablePlot picker
259, 3, 2, 3273051020, sync, GetNextBuyablePlot picker
259, 2, 0, 4244734677, sync, GetNextBuyablePlot picker
259, 2, 1, 1967114986, sync, GetNextBuyablePlot picker
259, 1, 0, 3069764059, sync, GetNextBuyablePlot picker
259, 1, 0, 120263800, sync, Random Direction
259, 27, 15, 2053404497, sync, Random Direction
259, 1, 0, 2462559158, sync, Random Direction
259, 7, 5, 1511637175, sync, Random Direction
259, 1, 0, 3124297764, sync, Random Direction
259, 1, 0, 3894949773, sync, Random Direction
259, 65, 15, 3726298434, sync, Random Direction
259, 9, 8, 1056944467, sync, Random Direction
259, 1, 0, 4095212176, sync, Random Direction
259, 71, 3, 2548940681, sync, Random Direction
259, 6, 1, 227310478, sync, Random Direction
259, 36, 24, 810160047, sync, Random Direction
259, 13, 9, 2963943356, sync, Random Direction
259, 12, 4, 3127495493, sync, Random Direction
259, 6, 5, 1465434778, sync, Random Direction
259, 2, 1, 3643930571, sync, Random Direction
259, 12, 7, 3855125416, sync, Random Direction
259, 1, 0, 2631980737, sync, Random Direction
259, 60, 35, 1735421542, sync, Random Direction
259, 58, 2, 2506507687, sync, Random Direction
259, 48, 12, 200194644, sync, Random Direction
259, 40, 35, 1113791997, sync, Random Direction
259, 2, 0, 3859090162, sync, GetNextBuyablePlot picker
259, 5, 2, 1655149891, sync, Random Direction
259, 39, 12, 2242324416, sync, Random Direction
259, 12, 10, 1422433529, sync, Random Direction
259, 25, 7, 3671385150, sync, Random Direction
259, 37, 2, 1344553631, sync, Random Direction
259, 2, 0, 297205740, sync, BT Research Choice
259, 1, 0, 695013301, sync, GetNextBuyablePlot picker
259, 8, 4, 4181132874, sync, Random Direction
259, 5, 1, 2274650555, sync, Random Direction
259, 1, 0, 873082584, sync, GetNextBuyablePlot picker
259, 2, 1, 1437332017, sync, BT Research Choice
259, 1, 0, 2699509014, sync, GetNextBuyablePlot picker
259, 15, 3, 3423987351, sync, Random Direction
259, 2, 0, 1096769668, sync, BT Research Choice
259, 9, 1, 253526125, sync, Random Direction
259, 8, 0, 529667234, sync, Random Direction
259, 1, 0, 180901171, sync, GetNextBuyablePlot picker
259, 12, 3, 2041839856, sync, Random Direction
259, 16, 7, 1401796201, sync, Random Direction
259, 2, 0, 2132859118, sync, BT Research Choice
259, 1, 0, 1495863695, sync, GetNextBuyablePlot picker
259, 2, 1, 1567636508, sync, BT Research Choice
259, 2, 1, 2495762469, sync, GetNextBuyablePlot picker
259, 51, 24, 3972371962, sync, Random Direction
259, 43, 6, 2100246443, sync, Random Direction
259, 6, 2, 693304840, sync, Random Direction
259, 6, 3, 1676462497, sync, Random Direction
259, 6, 5, 2227640262, sync, Random Direction
259, 8, 1, 3676808071, sync, Random Direction
259, 6, 2, 622719668, sync, Random Direction
259, 2, 0, 1491820253, sync, GetNextBuyablePlot picker
259, 18, 7, 252504658, sync, Random Direction
259, 8, 1, 1699803427, sync, Random Direction
259, 18, 3, 822183456, sync, Random Direction
259, 18, 17, 826543065, sync, Random Direction
260, 2, 1, 4167784862, sync, GetNextBuyablePlot picker
260, 1, 0, 3912727679, sync, GetNextBuyablePlot picker
260, 2, 1, 3184059468, sync, GetNextBuyablePlot picker
260, 2, 1, 3806366869, sync, GetNextBuyablePlot picker
260, 4, 3, 2494525866, sync, GetNextBuyablePlot picker
260, 3, 0, 3604046235, sync, GetNextBuyablePlot picker
260, 3, 0, 465959224, sync, GetNextBuyablePlot picker
260, 2, 0, 512384273, sync, GetNextBuyablePlot picker
260, 1, 0, 1969946230, sync, GetNextBuyablePlot picker
260, 1, 0, 1566211191, sync, GetNextBuyablePlot picker
260, 1, 0, 3430772964, sync, GetNextBuyablePlot picker
260, 3, 1, 2116467021, sync, GetNextBuyablePlot picker
260, 2, 0, 1635814402, sync, GetNextBuyablePlot picker
260, 2, 0, 2045798675, sync, GetNextBuyablePlot picker
260, 1, 0, 1125300048, sync, GetNextBuyablePlot picker
260, 1, 0, 1521655113, sync, GetNextBuyablePlot picker
260, 1, 0, 963601998, sync, GetNextBuyablePlot picker
260, 1, 0, 1408140143, sync, GetNextBuyablePlot picker
260, 5, 0, 1064564860, sync, GetNextBuyablePlot picker
260, 1, 0, 100582661, sync, GetNextBuyablePlot picker
260, 69, 0, 3563034970, sync, Random Direction
260, 38, 26, 50980747, sync, Random Direction
260, 12, 10, 2957385832, sync, Random Direction
260, 52, 32, 3828067457, sync, Random Direction
260, 34, 20, 2716725542, sync, Random Direction
260, 1, 0, 2603446631, sync, Random Direction
260, 59, 37, 3348159252, sync, Random Direction
260, 50, 30, 2699399101, sync, Random Direction
260, 25, 2, 2629302706, sync, Random Direction
260, 54, 36, 437632259, sync, Random Direction
260, 54, 26, 2922026112, sync, Random Direction
260, 20, 17, 2086693561, sync, Random Direction
260, 1, 0, 3651665662, sync, GetNextBuyablePlot picker
260, 1, 0, 2460821087, sync, GetNextBuyablePlot picker
260, 3, 1, 31750316, sync, GetNextBuyablePlot picker
260, 2, 1, 1813248373, sync, GetNextBuyablePlot picker
260, 1, 0, 3221294346, sync, GetNextBuyablePlot picker
260, 2, 0, 2988951931, sync, GetNextBuyablePlot picker
260, 3, 1, 175535000, sync, GetNextBuyablePlot picker
260, 11, 7, 2335684593, sync, Random Promotion
260, 10, 4, 3056267222, sync, Random Promotion
260, 9, 2, 2061468247, sync, Random Promotion
260, 1, 0, 1361785156, sync, GetNextBuyablePlot picker
260, 1, 0, 385802797, sync, GetNextBuyablePlot picker
260, 1, 0, 3476960098, sync, GetNextBuyablePlot picker
260, 1, 0, 3505384691, sync, GetNextBuyablePlot picker
260, 1, 0, 122428848, sync, GetNextBuyablePlot picker
260, 3, 2, 4069815337, sync, GetNextBuyablePlot picker
260, 1, 0, 3310363566, sync, GetNextBuyablePlot picker
260, 1, 0, 882009423, sync, Random Direction
260, 1, 0, 1733125340, sync, Random Direction
260, 41, 12, 1859594725, sync, Random Direction
260, 28, 21, 1283378362, sync, Random Direction
260, 40, 39, 3325691755, sync, Random Direction
260, 27, 22, 4240044744, sync, Random Direction
260, 33, 17, 3520429921, sync, Random Direction
260, 17, 7, 2327640710, sync, Random Direction
260, 1, 0, 1886367559, sync, Random Direction
260, 27, 22, 2128573300, sync, Random Direction
260, 36, 9, 3658068125, sync, Random Direction
260, 37, 30, 1079916818, sync, Random Direction
260, 31, 20, 3547199715, sync, Random Direction
260, 1, 0, 2855949024, sync, Random Direction
260, 60, 55, 961919385, sync, Random Direction
260, 4, 1, 3982677086, sync, Random Direction
260, 1, 0, 1316831295, sync, Random Direction
260, 1, 0, 1151450380, sync, Random Direction
260, 1, 0, 3284096597, sync, Random Direction
260, 29, 7, 4286830698, sync, Random Direction
260, 1, 0, 1125097819, sync, Random Direction
260, 40, 32, 942906872, sync, Random Direction
260, 1, 0, 3454796497, sync, Random Direction
260, 1, 0, 3573485878, sync, Random Direction
260, 10, 4, 1839003703, sync, Random Direction
260, 51, 49, 1895866788, sync, Random Direction
260, 23, 2, 4150065933, sync, Random Direction
260, 58, 54, 539167426, sync, Random Direction
260, 80, 72, 4030652627, sync, Random Direction
260, 11, 3, 3916968976, sync, Random Direction
260, 59, 57, 1550531337, sync, Random Direction
260, 100, 41, 4154134798, sync, Random Direction
260, 46, 3, 1795995439, sync, Random Direction
260, 11, 10, 294945084, sync, Random Promotion
260, 10, 6, 3959652037, sync, Random Promotion
260, 9, 2, 2675650586, sync, Random Promotion
260, 11, 5, 1043830603, sync, Random Promotion
260, 10, 3, 2093380904, sync, Random Promotion
260, 9, 7, 1562526273, sync, Random Promotion
260, 2, 1, 3607901158, sync, GetNextBuyablePlot picker
260, 1, 0, 3521535271, sync, GetNextBuyablePlot picker
260, 1, 0, 2191637460, sync, GetNextBuyablePlot picker
260, 4, 0, 1032573, sync, GetNextBuyablePlot picker
260, 1, 0, 928491634, sync, GetNextBuyablePlot picker
260, 2, 0, 2144445635, sync, GetNextBuyablePlot picker
260, 1, 0, 1044955456, sync, Choosing Artifact
260, 15, 13, 1734080633, sync, Random Direction
260, 23, 11, 4000569790, sync, Random Direction
260, 23, 2, 2057292319, sync, Random Direction
260, 34, 21, 412660076, sync, Random Direction
260, 1, 0, 2761597749, sync, Random Direction
260, 1, 0, 3817853898, sync, Random Direction
260, 15, 11, 3472943419, sync, Random Direction
260, 25, 14, 3373627480, sync, Random Direction
260, 59, 3, 2497658289, sync, Random Direction
260, 23, 8, 264200854, sync, Random Direction
260, 25, 11, 1519050263, sync, Random Direction
260, 1, 0, 2039857668, sync, Random Direction
260, 13, 7, 2029585389, sync, Random Direction
260, 19, 6, 2542211618, sync, Random Direction
260, 15, 7, 1414874291, sync, Random Direction
260, 1, 0, 2024733296, sync, Random Direction
260, 42, 39, 3580817897, sync, Random Direction
260, 5, 3, 4045942382, sync, Random Direction
260, 56, 36, 3277158671, sync, Random Direction
260, 51, 17, 2799783324, sync, Random Direction
260, 17, 2, 1446757285, sync, Random Direction
260, 16, 15, 598524794, sync, Random Direction
260, 5, 2, 4269446955, sync, Random Direction
260, 51, 10, 2323883912, sync, Random Direction
260, 54, 49, 843707681, sync, Random Direction
260, 11, 0, 3937639750, sync, Random Promotion
260, 10, 7, 310999815, sync, Random Promotion
260, 9, 2, 3060773940, sync, Random Promotion
260, 6, 1, 1253032541, sync, GetNextBuyablePlot picker
260, 1, 0, 1258047442, sync, GetNextBuyablePlot picker
260, 1, 0, 2847457443, sync, GetNextBuyablePlot picker
260, 1, 0, 4016955296, sync, GetNextBuyablePlot picker
260, 2, 1, 27993945, sync, GetNextBuyablePlot picker
260, 1, 0, 3820162846, sync, GetNextBuyablePlot picker
260, 1, 0, 3507274751, sync, Random Direction
260, 1, 0, 1013011916, sync, Random Direction
260, 22, 0, 2237521941, sync, Random Direction
260, 27, 19, 142409514, sync, Random Direction
260, 20, 16, 3077808411, sync, Random Direction
260, 30, 1, 3442737848, sync, Random Direction
260, 12, 5, 172583057, sync, Unit Combat Damage
260, 12, 3, 1883497462, sync, Unit Combat Damage
260, 4, 1, 1117860855, sync, GetNextBuyablePlot picker
260, 3, 0, 1686278756, sync, GetNextBuyablePlot picker
260, 2, 0, 831192269, sync, GetNextBuyablePlot picker
260, 2, 0, 79841666, sync, GetNextBuyablePlot picker
260, 1, 0, 363534483, sync, GetNextBuyablePlot picker
260, 19, 11, 2953343184, sync, Random Direction
260, 7, 0, 2530711753, sync, Random Direction
260, 56, 22, 516914126, sync, Random Direction
260, 61, 44, 1701096175, sync, Random Direction
260, 16, 4, 3150694908, sync, Random Direction
260, 75, 17, 1110964357, sync, Random Direction
260, 1, 0, 996902618, sync, Random Direction
260, 8, 3, 3061516043, sync, Random Direction
260, 8, 3, 1812564456, sync, Random Direction
260, 1, 0, 2038732801, sync, Random Direction
260, 14, 5, 4119541414, sync, Random Direction
260, 14, 9, 1632700647, sync, Random Direction
260, 8, 1, 2850118804, sync, Random Direction
260, 11, 8, 765571901, sync, Random Direction
260, 14, 6, 3500414770, sync, Random Direction
260, 70, 47, 2006666371, sync, Random Direction
260, 40, 39, 2931928576, sync, Random Direction
260, 29, 3, 4286268985, sync, Random Direction
260, 25, 10, 536376446, sync, Random Direction
260, 12, 7, 1740385759, sync, Unit Combat Damage
260, 12, 7, 2593368620, sync, Unit Combat Damage
260, 2, 0, 2562788597, sync, GetNextBuyablePlot picker
260, 5, 2, 379804298, sync, Random Direction
260, 13, 3, 2044709115, sync, Random Direction
260, 37, 30, 1084701976, sync, Random Direction
260, 27, 21, 3563225969, sync, Random Direction
260, 35, 0, 3429143894, sync, Random Direction
260, 1, 0, 47708631, sync, GetNextBuyablePlot picker
260, 9, 8, 3613332164, sync, Random Direction
260, 5, 3, 4073383341, sync, Random Direction
260, 1, 0, 3274485986, sync, GetNextBuyablePlot picker
260, 2, 1, 3904396403, sync, BT Research Choice
260, 1, 0, 4137457456, sync, GetNextBuyablePlot picker
260, 15, 3, 3588042665, sync, Random Direction
260, 8, 6, 963180846, sync, Random Direction
260, 8, 0, 3576843471, sync, Random Direction
260, 1, 0, 283899484, sync, GetNextBuyablePlot picker
260, 13, 4, 11541861, sync, Random Direction
260, 12, 2, 1427077690, sync, Random Direction
260, 1, 0, 833677035, sync, GetNextBuyablePlot picker
260, 12, 10, 1399856200, sync, Random Direction
260, 16, 15, 3607767777, sync, Random Direction
260, 5, 3, 4083875846, sync, Random Direction
260, 2, 1, 3375695559, sync, GetNextBuyablePlot picker
260, 37, 12, 2559489268, sync, Random Direction
260, 38, 25, 1486722077, sync, Random Direction
260, 8, 5, 2846299794, sync, Random Direction
260, 4, 3, 2884716643, sync, Random Direction
260, 7, 2, 3646696544, sync, Random Direction
260, 9, 2, 1409570073, sync, Random Direction
260, 5, 3, 1109133790, sync, Random Direction
260, 2, 0, 2963670975, sync, GetNextBuyablePlot picker
260, 22, 17, 1237823116, sync, Random Direction
260, 8, 6, 3447466453, sync, Random Direction
260, 19, 13, 3260737002, sync, Random Direction
260, 19, 0, 2948423899, sync, Random Direction
261, 2, 0, 193406840, sync, GetNextBuyablePlot picker
261, 1, 0, 358780497, sync, GetNextBuyablePlot picker
261, 2, 0, 3321460406, sync, GetNextBuyablePlot picker
261, 2, 0, 1411854263, sync, GetNextBuyablePlot picker
261, 4, 3, 599999268, sync, GetNextBuyablePlot picker
261, 3, 2, 3396386445, sync, GetNextBuyablePlot picker
261, 2, 0, 3122546754, sync, GetNextBuyablePlot picker
261, 2, 0, 502599763, sync, GetNextBuyablePlot picker
261, 1, 0, 528706960, sync, GetNextBuyablePlot picker
261, 3, 0, 3283596937, sync, GetNextBuyablePlot picker
261, 1, 0, 1171039886, sync, GetNextBuyablePlot picker
261, 3, 1, 4072038063, sync, GetNextBuyablePlot picker
261, 2, 1, 2463748796, sync, GetNextBuyablePlot picker
261, 2, 1, 2656842309, sync, GetNextBuyablePlot picker
261, 1, 0, 3941637530, sync, GetNextBuyablePlot picker
261, 1, 0, 1469331147, sync, GetNextBuyablePlot picker
261, 1, 0, 1590648488, sync, GetNextBuyablePlot picker
261, 3, 2, 1796386241, sync, GetNextBuyablePlot picker
261, 5, 0, 2888497510, sync, GetNextBuyablePlot picker
261, 1, 0, 825062567, sync, GetNextBuyablePlot picker
261, 2, 1, 1779416404, sync, Choosing Artifact
261, 68, 17, 3076220157, sync, Random Direction
261, 70, 45, 1130186226, sync, Random Direction
261, 1, 0, 2771563587, sync, Random Direction
261, 54, 50, 945117888, sync, Random Direction
261, 67, 13, 4001256441, sync, Random Direction
261, 69, 32, 888524606, sync, Random Direction
261, 1, 0, 2042778015, sync, Random Direction
261, 55, 44, 2358600428, sync, Random Direction
261, 51, 40, 3460773557, sync, Random Direction
261, 1, 0, 3422265674, sync, Random Direction
261, 24, 0, 243558587, sync, Random Direction
261, 140, 58, 32227800, sync, Random Direction
261, 1, 0, 1803651377, sync, GetNextBuyablePlot picker
261, 1, 0, 3403319318, sync, GetNextBuyablePlot picker
261, 3, 0, 3414611351, sync, GetNextBuyablePlot picker
261, 2, 0, 1195844484, sync, GetNextBuyablePlot picker
261, 1, 0, 36996973, sync, GetNextBuyablePlot picker
261, 2, 1, 1559170978, sync, GetNextBuyablePlot picker
261, 2, 0, 2715366451, sync, GetNextBuyablePlot picker
261, 11, 6, 1775563760, sync, Random Promotion
261, 10, 5, 2376019305, sync, Random Promotion
261, 9, 8, 2496824302, sync, Random Promotion
261, 1, 0, 4192788623, sync, GetNextBuyablePlot picker
261, 1, 0, 1512922908, sync, GetNextBuyablePlot picker
261, 1, 0, 3824432933, sync, GetNextBuyablePlot picker
261, 1, 0, 2204561658, sync, GetNextBuyablePlot picker
261, 1, 0, 731707051, sync, GetNextBuyablePlot picker
261, 1, 0, 2554286344, sync, GetNextBuyablePlot picker
261, 1, 0, 3520471201, sync, GetNextBuyablePlot picker
261, 9, 3, 3013812934, sync, Random Direction
261, 3, 2, 1546801799, sync, Random Direction
261, 58, 25, 2986112436, sync, Random Direction
261, 1, 0, 1905468893, sync, Random Direction
261, 1, 0, 2535368018, sync, Random Direction
261, 1, 0, 1574408227, sync, Random Direction
261, 24, 17, 12925216, sync, Random Direction
261, 14, 2, 3122741977, sync, Random Direction
261, 50, 46, 794674334, sync, Random Direction
261, 22, 18, 3976792959, sync, Random Direction
261, 1, 0, 3516188492, sync, Random Direction
261, 1, 0, 31077269, sync, Random Direction
261, 39, 15, 4292709546, sync, Random Direction
261, 40, 35, 1739382939, sync, Random Direction
261, 1, 0, 3823963192, sync, Random Direction
261, 24, 1, 4042748945, sync, Random Direction
261, 4, 3, 350210422, sync, Random Direction
261, 1, 0, 3656313719, sync, Random Direction
261, 1, 0, 3951211492, sync, Random Direction
261, 1, 0, 533610573, sync, Random Direction
261, 32, 31, 2868315906, sync, Random Direction
261, 1, 0, 4242327571, sync, Random Direction
261, 1, 0, 2158570064, sync, Random Direction
261, 1, 0, 1556845641, sync, Random Direction
261, 1, 0, 3276968270, sync, Random Direction
261, 1, 0, 2193740399, sync, Random Direction
261, 40, 13, 2877201276, sync, Random Direction
261, 74, 51, 1445997573, sync, Random Direction
261, 17, 13, 2966058074, sync, Random Direction
261, 97, 93, 3443730059, sync, Random Direction
261, 81, 11, 4124570472, sync, Random Direction
261, 50, 20, 596411265, sync, Random Direction
261, 56, 51, 1772846118, sync, Random Direction
261, 30, 20, 3912999015, sync, Random Direction
261, 11, 10, 2951536148, sync, Random Promotion
261, 10, 1, 3942438589, sync, Random Promotion
261, 9, 3, 709047474, sync, Random Promotion
261, 11, 9, 1817697283, sync, Random Promotion
261, 10, 6, 3552823168, sync, Random Promotion
261, 9, 6, 2653233593, sync, Random Promotion
261, 11, 6, 3022776830, sync, Random Promotion
261, 10, 7, 2423403871, sync, Random Promotion
261, 9, 4, 3009272748, sync, Random Promotion
261, 11, 2, 2330796149, sync, Random Promotion
261, 10, 6, 911779850, sync, Random Promotion
261, 9, 3, 2830026875, sync, Random Promotion
261, 11, 2, 1570965144, sync, Random Promotion
261, 10, 6, 1006391025, sync, Random Promotion
261, 9, 7, 2850110166, sync, Random Promotion
261, 11, 4, 3428282711, sync, Random Promotion
261, 10, 8, 1712190532, sync, Random Promotion
261, 9, 1, 3841321261, sync, Random Promotion
261, 11, 3, 797847138, sync, Random Promotion
261, 10, 4, 1400359923, sync, Random Promotion
261, 9, 3, 2065174704, sync, Random Promotion
261, 11, 7, 1450502953, sync, Random Promotion
261, 10, 5, 3122974382, sync, Random Promotion
261, 9, 8, 2168009807, sync, Random Promotion
261, 2, 0, 4150626268, sync, GetNextBuyablePlot picker
261, 1, 0, 902303973, sync, GetNextBuyablePlot picker
261, 1, 0, 292759482, sync, GetNextBuyablePlot picker
261, 4, 1, 2013185643, sync, GetNextBuyablePlot picker
261, 1, 0, 1504789960, sync, GetNextBuyablePlot picker
261, 2, 1, 4100839009, sync, GetNextBuyablePlot picker
261, 1, 0, 4196140422, sync, Random Direction
261, 1, 0, 1396792903, sync, Random Direction
261, 21, 16, 1333327476, sync, Random Direction
261, 46, 2, 3276830621, sync, Random Direction
261, 1, 0, 237171730, sync, Random Direction
261, 23, 17, 53188579, sync, Random Direction
261, 31, 15, 3194553824, sync, Random Direction
261, 1, 0, 2109862041, sync, Random Direction
261, 17, 4, 2453159774, sync, Random Direction
261, 1, 0, 1173737279, sync, Random Direction
261, 20, 5, 4169703436, sync, Random Direction
261, 46, 15, 1211628885, sync, Random Direction
261, 22, 18, 1405416298, sync, Random Direction
261, 1, 0, 3674349659, sync, Random Direction
261, 1, 0, 119910648, sync, Random Direction
261, 12, 4, 1590172113, sync, Random Direction
261, 1, 0, 1538710582, sync, Random Direction
261, 23, 16, 3417859895, sync, Random Direction
261, 1, 0, 3095454884, sync, Random Direction
261, 52, 0, 1331921421, sync, Random Direction
261, 81, 32, 34375106, sync, Random Direction
261, 63, 54, 1713520595, sync, Random Direction
261, 16, 9, 3694765840, sync, Random Direction
261, 6, 4, 2614309385, sync, Random Direction
261, 57, 15, 2921413646, sync, Random Direction
261, 75, 64, 1162282543, sync, Random Direction
261, 80, 39, 3665437756, sync, Random Direction
261, 11, 3, 2138301893, sync, Random Promotion
261, 10, 5, 1337527066, sync, Random Promotion
261, 9, 5, 2202523211, sync, Random Promotion
261, 6, 1, 2447591464, sync, GetNextBuyablePlot picker
261, 1, 0, 1420958017, sync, GetNextBuyablePlot picker
261, 1, 0, 1556922086, sync, GetNextBuyablePlot picker
261, 1, 0, 4047211559, sync, GetNextBuyablePlot picker
261, 2, 1, 674807508, sync, GetNextBuyablePlot picker
261, 3, 2, 3594913917, sync, GetNextBuyablePlot picker
261, 1, 0, 3759530866, sync, Random Direction
261, 1, 0, 4039820227, sync, Random Direction
261, 1, 0, 969733184, sync, Random Direction
261, 1, 0, 942649209, sync, Random Direction
261, 1, 0, 3831153854, sync, Random Direction
261, 1, 0, 1267456287, sync, Random Direction
261, 22, 18, 2477593708, sync, Random Direction
261, 30, 8, 3564292661, sync, Random Direction
261, 11, 1, 1215983306, sync, Random Promotion
261, 10, 3, 606005307, sync, Random Promotion
261, 9, 8, 1686965080, sync, Random Promotion
261, 11, 8, 3885159601, sync, Random Promotion
261, 10, 8, 3359157654, sync, Random Promotion
261, 9, 5, 3708407063, sync, Random Promotion
261, 11, 6, 2423489796, sync, Random Promotion
261, 10, 7, 2563705581, sync, Random Promotion
261, 9, 5, 3318353186, sync, Random Promotion
261, 4, 2, 2438210483, sync, GetNextBuyablePlot picker
261, 3, 0, 2468736368, sync, GetNextBuyablePlot picker
261, 2, 0, 1243506921, sync, GetNextBuyablePlot picker
261, 2, 0, 538958190, sync, GetNextBuyablePlot picker
261, 1, 0, 2061715471, sync, GetNextBuyablePlot picker
261, 1, 0, 492073116, sync, Random Direction
261, 8, 1, 3958090405, sync, Random Direction
261, 3, 1, 569646714, sync, Random Direction
261, 1, 0, 1654019627, sync, Random Direction
261, 6, 4, 1485175432, sync, Random Direction
261, 19, 6, 3499183137, sync, Random Direction
261, 1, 0, 1435871302, sync, Random Direction
261, 30, 14, 4129434119, sync, Random Direction
261, 10, 2, 2110011188, sync, Random Direction
261, 69, 54, 999655773, sync, Random Direction
261, 74, 46, 3379823314, sync, Random Direction
261, 6, 1, 2678939555, sync, Random Direction
261, 6, 3, 721916576, sync, Random Direction
261, 58, 3, 2829475417, sync, Random Direction
261, 13, 3, 292256286, sync, Random Direction
261, 13, 8, 992760575, sync, Random Direction
261, 7, 3, 2741188812, sync, Random Direction
261, 12, 0, 2253752085, sync, Random Direction
261, 12, 9, 282139178, sync, Random Direction
261, 1, 0, 3313311771, sync, Random Direction
261, 1, 0, 3857782200, sync, Random Direction
261, 1, 0, 3767828369, sync, Random Direction
261, 46, 40, 1497280246, sync, Random Direction
261, 46, 12, 3779306231, sync, Random Direction
261, 32, 6, 1199428964, sync, Random Direction
261, 58, 38, 921732045, sync, Random Direction
261, 12, 9, 2854143106, sync, Unit Combat Damage
261, 12, 11, 3448076179, sync, Unit Combat Damage
261, 2, 0, 4210353104, sync, GetNextBuyablePlot picker
261, 5, 4, 2056163273, sync, Random Direction
261, 16, 2, 3707283150, sync, Random Direction
261, 32, 22, 705034735, sync, Random Direction
261, 18, 16, 3029101820, sync, Random Direction
261, 12, 3, 4024917893, sync, Random Direction
261, 1, 0, 1249665498, sync, GetNextBuyablePlot picker
261, 12, 3, 2774681099, sync, Random Direction
261, 23, 10, 1404132584, sync, Random Direction
261, 4, 1, 1883467521, sync, Random Direction
261, 1, 0, 1951318438, sync, GetNextBuyablePlot picker
261, 1, 0, 1894594535, sync, GetNextBuyablePlot picker
261, 13, 3, 1068720020, sync, Random Direction
261, 7, 3, 1190591037, sync, Random Direction
261, 8, 0, 2140492338, sync, Random Direction
261, 1, 0, 374041475, sync, GetNextBuyablePlot picker
261, 12, 7, 3811631360, sync, Random Direction
261, 12, 9, 2791177529, sync, Random Direction
261, 1, 0, 3426901886, sync, GetNextBuyablePlot picker
261, 10, 4, 181353695, sync, Random Direction
261, 6, 2, 1916996908, sync, Random Direction
261, 5, 3, 1889022965, sync, Random Direction
261, 2, 0, 3038836106, sync, GetNextBuyablePlot picker
261, 24, 21, 479512571, sync, Random Direction
261, 52, 42, 3882471448, sync, Random Direction
261, 17, 4, 3489995377, sync, Random Direction
261, 7, 4, 1151393878, sync, Random Direction
261, 6, 5, 2505959639, sync, Random Direction
261, 7, 6, 3812087236, sync, Random Direction
261, 9, 3, 3682593965, sync, Random Direction
261, 5, 3, 1784851426, sync, Random Direction
261, 2, 1, 2939042675, sync, GetNextBuyablePlot picker
261, 18, 4, 3669920304, sync, Random Direction
261, 27, 26, 1113302697, sync, Random Direction
261, 23, 16, 4253262894, sync, Random Direction
261, 22, 16, 3064404943, sync, Random Direction
262, 2, 1, 3233421660, sync, GetNextBuyablePlot picker
262, 1, 0, 3156149349, sync, GetNextBuyablePlot picker
262, 2, 1, 2544489786, sync, GetNextBuyablePlot picker
262, 2, 0, 4146308587, sync, GetNextBuyablePlot picker
262, 4, 2, 360542024, sync, GetNextBuyablePlot picker
262, 3, 0, 3087040993, sync, GetNextBuyablePlot picker
262, 2, 0, 349178630, sync, GetNextBuyablePlot picker
262, 2, 0, 1284814279, sync, GetNextBuyablePlot picker
262, 1, 0, 161363956, sync, GetNextBuyablePlot picker
262, 3, 0, 2283952925, sync, GetNextBuyablePlot picker
262, 1, 0, 1137824146, sync, GetNextBuyablePlot picker
