[2018-01-04 07:32:17]	 ,                    LuaContext::CityBannerManager, 5.04 ms
[2018-01-04 07:32:17]	 ,                GameCoreEvent::GovernmentPolicyChanged, 5.34 ms
[2018-01-04 07:32:17]	 ,                GameCoreEvent::GovernmentPolicyChanged, 5.03 ms
[2018-01-04 07:32:17]	 ,                    LuaContext::CityBannerManager, 5.10 ms
[2018-01-04 07:32:17]	 ,                GameCoreEvent::GovernmentPolicyChanged, 5.31 ms
[2018-01-04 07:32:17]	 ,                GameCoreEvent::GovernmentPolicyChanged, 5.00 ms
[2018-01-04 07:32:17]	 ,            Civ6App_PublishGameCoreEvents, 89.51 ms
[2018-01-04 07:32:17]	 ,----- FRAME: 12246 time: 116.85ms Moving avg: 42.83ms 431 frames since last 
[2018-01-04 07:32:19]	 ,        UIUpdateJob_Render, 32.01 ms
[2018-01-04 07:32:19]	 ,----- FRAME: 12280 time: 58.79ms Moving avg: 39.19ms 35 frames since last 
[2018-01-04 07:32:39]	 ,            LuaContext::WorldTracker, 10.94 ms
[2018-01-04 07:32:39]	 ,            LuaContext::CivicsTree, 17.91 ms
[2018-01-04 07:32:39]	 ,        GameCoreEvent::CivicChanged, 29.17 ms
[2018-01-04 07:32:39]	 ,            LuaContext::CivicsChooser, 70.63 ms
[2018-01-04 07:32:39]	 ,        SerialEvent::GameCoreEventPublishComplete, 70.69 ms
[2018-01-04 07:32:39]	 ,    Civ6App_PublishGameCoreEvents, 100.08 ms
[2018-01-04 07:32:39]	 ,Civ6App_PublishEvents, 100.10 ms
[2018-01-04 07:32:39]	 ,----- FRAME: 12777 time: 138.63ms Moving avg: 41.94ms 498 frames since last 
[2018-01-04 07:32:42]	 ,    Civ6App_UpdateFrame, 175.01 ms
[2018-01-04 07:32:42]	 ,----- FRAME: 12837 time: 175.25ms Moving avg: 40.38ms 61 frames since last 
[2018-01-04 07:32:49]	 ,                LuaContext::PlotInfo, 81.45 ms
[2018-01-04 07:32:49]	 ,            SerialEvent::LensLayerOn, 81.51 ms
[2018-01-04 07:32:49]	 ,                LuaContext::DistrictPlotIconManager, 15.06 ms
[2018-01-04 07:32:49]	 ,            SerialEvent::LensLayerOn, 15.12 ms
[2018-01-04 07:32:49]	 ,        Civ6App_PublishSerialEvents, 102.20 ms
[2018-01-04 07:32:49]	 ,    Civ6App_PublishEvents, 103.63 ms
[2018-01-04 07:32:49]	 ,----- FRAME: 13028 time: 126.42ms Moving avg: 38.48ms 192 frames since last 
[2018-01-04 07:32:49]	 ,            SerialEvent::LensUpdateArea, 15.97 ms
[2018-01-04 07:32:49]	 ,----- FRAME: 13029 time: 42.24ms Moving avg: 38.67ms 2 frames since last 
[2018-01-04 07:32:52]	 ,                LuaContext::CityPanel, 45.04 ms
[2018-01-04 07:32:52]	 ,            GameCoreEvent::CityProductionChanged, 45.93 ms
[2018-01-04 07:32:52]	 ,        Civ6App_PublishGameCoreEvents, 46.95 ms
[2018-01-04 07:32:52]	 ,----- FRAME: 13132 time: 112.46ms Moving avg: 30.49ms 104 frames since last 
[2018-01-04 07:32:53]	 ,    Civ6App_UpdateFrame, 133.32 ms
[2018-01-04 07:32:53]	 ,----- FRAME: 13161 time: 134.69ms Moving avg: 34.47ms 30 frames since last 
[2018-01-04 07:33:09]	 ,Civ6App_UpdateFrame, 113.70 ms
[2018-01-04 07:33:09]	 ,----- FRAME: 13784 time: 113.99ms Moving avg: 24.71ms 624 frames since last 
[2018-01-04 07:33:12]	 ,        GameCoreEvent::CityProductionChanged, 5.66 ms
[2018-01-04 07:33:12]	 ,----- FRAME: 13914 time: 51.03ms Moving avg: 23.91ms 131 frames since last 
[2018-01-04 07:33:23]	 ,                        LuaContext::CityStates, 21.13 ms
