Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food, BY TYPE: Tiles, Buildings, Districts, Population, Outg
231, CIVILIZATION_PRESLAV, 1, 15, 59, 34, 1, 0, 0, 0, 17, 14, 114, 104, 8, 5, 7, 0, 5, 68, 17, 15, 1, 15, 0, 12
231, CIVILIZATION_LA_VENTA, 1, 14, 59, 32, 4, 1, 0, 0, 13, 9, 559, 2550, 12, 6, 23, 15, 8, 45, 13, 34, 2, 14, 17, 12
231, CIVILIZATION_JAKARTA, 1, 16, 58, 26, 8, 0, 0, 0, 13, 9, 152, 40, 11, 7, 26, 0, 4, 45, 13, 23, 1, 17, 0, 0
231, CIVILIZATION_VALLETTA, 1, 15, 60, 35, 3, 2, 1, 0, 15, 12, 711, 107, 9, 6, 13, 0, 2, 70, 15, 16, 1, 16, 14, 6
231, CIVILIZATION_AMSTERDAM, 1, 15, 59, 32, 4, 1, 0, 1, 16, 10, 1834, 180, 9, 5, 37, 1, 2, 64, 16, 20, 2, 15, 17, 6
231, CIVILIZATION_VILNIUS, 1, 10, 60, 32, 5, 2, 0, 0, 17, 12, 674, 18, 8, 9, 22, 0, 12, 26, 17, 19, 1, 10, 8, 6
231, CIVILIZATION_HATTUSA, 1, 12, 58, 33, 2, 0, 0, 3, 12, 8, 621, 359, 18, 8, 31, 1, 4, 36, 12, 19, 2, 12, 17, 12
232, CIVILIZATION_KONGO, 13, 139, 50, 51, 9, 1, 0, 2, 336, 42, 3778, 1115, 170, 630, 730, 24, 347, 380, 336, 181, 40, 138, 295, 912
232, CIVILIZATION_SUMERIA, 11, 148, 68, 51, 20, 4, 8, 2, 266, 117, 1234, 2665, 316, 437, 1317, 59, 951, 462, 266, 697, 48, 147, 80, 300
232, CIVILIZATION_NORWAY, 11, 133, 57, 39, 2, 0, 1, 0, 218, 64, 1442, 159, 152, 81, 729, 65, 679, 378, 218, 343, 44, 132, 95, 194
232, CIVILIZATION_ENGLAND, 11, 176, 67, 39, 27, 10, 13, 9, 252, 113, 1114, 886, 298, 126, 1312, 34, 868, 624, 252, 438, 49, 175, 114, 258
232, CIVILIZATION_FRANCE, 10, 139, 61, 51, 28, 8, 14, 18, 317, 118, 1827, 643, 156, 293, 1846, 204, 756, 472, 317, 634, 44, 138, 92, 470
232, CIVILIZATION_BRAZIL, 14, 159, 62, 51, 11, 0, 2, 11, 312, 90, 1663, 492, 178, 327, 1492, 116, 840, 472, 312, 446, 57, 158, 82, 462
232, CIVILIZATION_ARABIA, 9, 120, 59, 44, 42, 24, 9, 13, 205, 86, 481, 655, 190, 128, 1065, 135, 618, 400, 205, 411, 38, 119, 52, 184
232, CIVILIZATION_ZANZIBAR, 1, 12, 58, 32, 4, 1, 0, 1, 13, 10, 2458, 120, 10, 6, 59, 0, 15, 30, 13, 33, 2, 11, 18, 22
232, CIVILIZATION_BUENOS_AIRES, 1, 11, 61, 31, 3, 0, 0, 1, 13, 9, 19, 48, 10, 5, 18, 0, 4, 42, 13, 15, 1, 10, 0, 6
232, CIVILIZATION_NAN_MADOL, 1, 6, 60, 26, 1, 0, 0, 0, 18, 7, 10, 35, 5, 12, 16, 0, 10, 15, 18, 25, 2, 5, 8, 20
232, CIVILIZATION_PRESLAV, 1, 15, 59, 34, 1, 0, 0, 0, 17, 14, 113, 104, 8, 5, 7, 0, 5, 68, 17, 15, 1, 15, 0, 12
232, CIVILIZATION_LA_VENTA, 1, 14, 60, 32, 4, 1, 0, 0, 13, 9, 567, 2565, 12, 6, 23, 15, 8, 45, 13, 34, 2, 14, 17, 12
232, CIVILIZATION_JAKARTA, 1, 16, 59, 26, 8, 0, 0, 0, 13, 9, 137, 40, 11, 7, 27, 0, 4, 45, 13, 23, 1, 17, 0, 0
232, CIVILIZATION_VALLETTA, 1, 15, 60, 35, 3, 2, 1, 0, 15, 12, 709, 107, 9, 6, 13, 0, 2, 70, 15, 16, 1, 16, 14, 6
232, CIVILIZATION_AMSTERDAM, 1, 15, 59, 32, 4, 1, 0, 1, 16, 10, 1854, 181, 9, 5, 37, 1, 2, 64, 16, 20, 2, 15, 17, 6
232, CIVILIZATION_VILNIUS, 1, 10, 60, 32, 5, 2, 0, 0, 17, 12, 650, 18, 8, 9, 22, 0, 13, 24, 17, 19, 1, 10, 8, 6
232, CIVILIZATION_HATTUSA, 1, 12, 59, 33, 2, 0, 0, 3, 12, 8, 620, 361, 18, 8, 31, 1, 4, 37, 12, 19, 2, 12, 17, 12
233, CIVILIZATION_KONGO, 13, 138, 50, 51, 9, 1, 0, 2, 339, 44, 3641, 1139, 167, 630, 720, 23, 346, 373, 339, 183, 40, 137, 275, 912
233, CIVILIZATION_SUMERIA, 11, 151, 68, 51, 20, 4, 8, 2, 266, 117, 1813, 2724, 321, 439, 1333, 59, 953, 468, 266, 697, 48, 150, 80, 300
233, CIVILIZATION_NORWAY, 11, 133, 57, 39, 2, 0, 1, 0, 218, 66, 1822, 224, 152, 81, 729, 65, 693, 379, 218, 343, 44, 132, 95, 194
233, CIVILIZATION_ENGLAND, 11, 177, 67, 39, 27, 10, 13, 9, 252, 114, 1658, 920, 301, 127, 1325, 34, 880, 624, 252, 441, 49, 176, 116, 258
233, CIVILIZATION_FRANCE, 10, 140, 61, 51, 27, 7, 15, 18, 317, 117, 2245, 441, 156, 300, 1845, 202, 762, 472, 317, 634, 44, 139, 92, 476
233, CIVILIZATION_BRAZIL, 14, 161, 62, 51, 12, 0, 3, 11, 312, 91, 2836, 318, 179, 316, 1507, 115, 850, 469, 312, 450, 57, 160, 75, 428
233, CIVILIZATION_ARABIA, 9, 119, 59, 44, 42, 24, 9, 13, 205, 86, 525, 518, 186, 121, 1049, 133, 608, 399, 205, 411, 38, 118, 47, 184
233, CIVILIZATION_ZANZIBAR, 1, 12, 59, 32, 4, 1, 0, 1, 13, 10, 2349, 121, 10, 6, 59, 0, 15, 30, 13, 33, 2, 11, 18, 22
233, CIVILIZATION_BUENOS_AIRES, 1, 11, 62, 32, 3, 0, 0, 1, 13, 9, 21, 48, 10, 5, 18, 0, 4, 42, 13, 15, 1, 10, 0, 6
233, CIVILIZATION_NAN_MADOL, 1, 6, 61, 27, 1, 0, 0, 0, 18, 7, 11, 35, 5, 12, 18, 0, 14, 12, 18, 25, 2, 5, 8, 20
233, CIVILIZATION_PRESLAV, 1, 15, 60, 34, 1, 0, 0, 0, 17, 14, 113, 104, 8, 5, 7, 0, 5, 68, 17, 15, 1, 15, 0, 12
233, CIVILIZATION_LA_VENTA, 1, 14, 61, 33, 4, 1, 0, 0, 13, 9, 574, 2580, 13, 7, 23, 15, 8, 45, 13, 34, 2, 14, 19, 12
233, CIVILIZATION_JAKARTA, 1, 16, 60, 26, 8, 0, 0, 0, 13, 9, 122, 40, 11, 7, 27, 0, 4, 45, 13, 23, 1, 17, 0, 0
233, CIVILIZATION_VALLETTA, 1, 15, 61, 36, 3, 2, 1, 0, 15, 12, 700, 107, 9, 6, 13, 0, 2, 70, 15, 16, 1, 16, 14, 6
233, CIVILIZATION_AMSTERDAM, 1, 15, 60, 32, 4, 1, 0, 1, 16, 10, 1861, 183, 9, 5, 37, 1, 2, 64, 16, 20, 2, 15, 17, 6
233, CIVILIZATION_VILNIUS, 1, 10, 61, 33, 5, 2, 0, 0, 17, 12, 637, 18, 9, 9, 22, 0, 13, 24, 17, 19, 1, 10, 10, 6
233, CIVILIZATION_HATTUSA, 1, 12, 60, 34, 2, 0, 0, 3, 12, 8, 619, 363, 18, 8, 31, 1, 4, 37, 12, 19, 2, 12, 17, 12
234, CIVILIZATION_KONGO, 13, 138, 51, 51, 9, 1, 0, 2, 339, 44, 4884, 1164, 172, 641, 745, 24, 377, 372, 339, 203, 40, 137, 321, 944
234, CIVILIZATION_SUMERIA, 11, 153, 68, 51, 20, 4, 8, 2, 266, 118, 1078, 2784, 338, 437, 1379, 59, 963, 472, 266, 706, 50, 152, 80, 302
234, CIVILIZATION_NORWAY, 11, 132, 57, 39, 2, 0, 1, 0, 219, 66, 1015, 296, 151, 79, 729, 71, 691, 383, 219, 348, 44, 131, 95, 194
234, CIVILIZATION_ENGLAND, 11, 181, 67, 39, 27, 10, 13, 10, 253, 115, 923, 954, 303, 130, 1346, 34, 876, 627, 253, 441, 49, 180, 117, 258
234, CIVILIZATION_FRANCE, 10, 140, 61, 51, 27, 7, 15, 18, 319, 117, 1500, 643, 156, 300, 1834, 202, 762, 469, 319, 636, 44, 139, 81, 476
234, CIVILIZATION_BRAZIL, 14, 163, 62, 51, 14, 0, 3, 11, 314, 92, 2272, 436, 183, 315, 1527, 117, 852, 471, 314, 452, 57, 162, 79, 420
234, CIVILIZATION_ARABIA, 9, 120, 59, 44, 42, 24, 9, 13, 206, 86, 569, 652, 187, 126, 1053, 133, 629, 404, 206, 417, 38, 119, 62, 184
234, CIVILIZATION_ZANZIBAR, 1, 12, 60, 32, 4, 1, 0, 1, 13, 9, 2369, 122, 10, 6, 54, 0, 15, 30, 13, 33, 2, 11, 18, 12
234, CIVILIZATION_BUENOS_AIRES, 1, 11, 62, 32, 3, 0, 0, 1, 13, 9, 23, 48, 10, 5, 18, 0, 4, 42, 13, 15, 1, 10, 0, 6
234, CIVILIZATION_NAN_MADOL, 1, 6, 61, 27, 1, 0, 0, 0, 18, 7, 11, 35, 5, 12, 16, 0, 10, 15, 18, 25, 2, 5, 8, 20
234, CIVILIZATION_PRESLAV, 1, 15, 60, 34, 1, 0, 0, 0, 17, 14, 113, 104, 8, 5, 7, 0, 5, 68, 17, 15, 1, 15, 0, 12
234, CIVILIZATION_LA_VENTA, 1, 14, 61, 33, 4, 1, 0, 0, 13, 9, 582, 2596, 13, 7, 23, 15, 8, 45, 13, 34, 2, 14, 19, 12
234, CIVILIZATION_JAKARTA, 1, 16, 61, 26, 8, 0, 0, 0, 13, 9, 107, 40, 11, 7, 27, 0, 4, 45, 13, 23, 1, 17, 0, 0
234, CIVILIZATION_VALLETTA, 1, 15, 62, 36, 3, 2, 1, 0, 15, 12, 691, 107, 9, 6, 13, 0, 2, 70, 15, 16, 1, 16, 14, 6
234, CIVILIZATION_AMSTERDAM, 1, 15, 60, 32, 4, 1, 0, 1, 16, 10, 1879, 184, 9, 5, 37, 1, 2, 64, 16, 20, 2, 15, 17, 6
234, CIVILIZATION_VILNIUS, 1, 10, 61, 33, 5, 2, 0, 0, 17, 12, 623, 18, 9, 9, 22, 0, 13, 24, 17, 19, 1, 10, 10, 6
234, CIVILIZATION_HATTUSA, 1, 12, 60, 34, 2, 0, 0, 3, 12, 7, 615, 365, 18, 8, 28, 1, 4, 37, 12, 19, 2, 12, 17, 6
235, CIVILIZATION_KONGO, 13, 138, 51, 51, 9, 1, 0, 2, 342, 45, 6134, 1188, 167, 637, 724, 23, 370, 371, 342, 210, 40, 137, 321, 944
235, CIVILIZATION_SUMERIA, 11, 153, 68, 51, 20, 4, 8, 2, 266, 116, 1166, 2844, 334, 434, 1429, 59, 951, 471, 266, 718, 50, 152, 78, 296
235, CIVILIZATION_NORWAY, 11, 133, 57, 39, 2, 0, 1, 0, 219, 68, 1383, 306, 155, 79, 729, 71, 698, 385, 219, 350, 44, 132, 95, 194
235, CIVILIZATION_ENGLAND, 11, 181, 67, 39, 26, 11, 13, 10, 253, 115, 1445, 988, 303, 130, 1346, 34, 898, 629, 253, 444, 49, 180, 122, 258
235, CIVILIZATION_FRANCE, 10, 141, 61, 51, 27, 7, 15, 19, 319, 118, 1371, 847, 158, 303, 1826, 203, 771, 487, 319, 638, 44, 140, 88, 484
235, CIVILIZATION_BRAZIL, 14, 165, 62, 51, 14, 0, 3, 11, 315, 94, 1543, 553, 184, 345, 1532, 116, 882, 475, 315, 459, 57, 164, 79, 424
235, CIVILIZATION_ARABIA, 9, 120, 60, 44, 42, 24, 9, 13, 206, 85, 752, 509, 187, 121, 1049, 136, 634, 401, 206, 417, 38, 119, 62, 184
235, CIVILIZATION_ZANZIBAR, 1, 12, 61, 32, 3, 2, 0, 1, 13, 10, 2405, 123, 10, 6, 61, 0, 15, 31, 13, 40, 2, 11, 18, 12
235, CIVILIZATION_BUENOS_AIRES, 1, 11, 62, 32, 3, 0, 0, 1, 13, 9, 10, 48, 10, 5, 18, 0, 4, 42, 13, 15, 1, 10, 0, 6
235, CIVILIZATION_NAN_MADOL, 1, 6, 61, 27, 1, 0, 0, 0, 18, 8, 12, 35, 5, 12, 18, 0, 14, 12, 18, 25, 2, 5, 8, 30
235, CIVILIZATION_PRESLAV, 1, 15, 60, 34, 1, 0, 0, 0, 17, 14, 112, 104, 8, 5, 7, 0, 5, 68, 17, 15, 1, 15, 0, 12
235, CIVILIZATION_LA_VENTA, 1, 14, 61, 33, 4, 1, 0, 0, 13, 9, 590, 2611, 13, 7, 23, 15, 8, 45, 13, 34, 2, 14, 19, 12
235, CIVILIZATION_JAKARTA, 1, 16, 62, 27, 8, 0, 0, 0, 13, 9, 92, 40, 11, 7, 27, 0, 4, 45, 13, 23, 1, 17, 0, 0
235, CIVILIZATION_VALLETTA, 1, 15, 62, 36, 3, 2, 1, 0, 15, 12, 683, 107, 9, 6, 13, 0, 2, 70, 15, 16, 1, 16, 14, 6
235, CIVILIZATION_AMSTERDAM, 1, 15, 60, 32, 4, 1, 0, 1, 16, 10, 1896, 186, 9, 5, 37, 1, 2, 64, 16, 20, 2, 15, 17, 6
235, CIVILIZATION_VILNIUS, 1, 10, 61, 33, 5, 2, 0, 0, 17, 12, 610, 18, 9, 9, 22, 0, 13, 24, 17, 19, 1, 10, 10, 6
235, CIVILIZATION_HATTUSA, 1, 12, 60, 34, 3, 0, 0, 3, 12, 8, 603, 367, 18, 8, 28, 1, 4, 40, 12, 19, 2, 12, 17, 6
236, CIVILIZATION_KONGO, 13, 139, 51, 51, 9, 1, 0, 2, 346, 47, 4703, 1212, 167, 638, 730, 23, 375, 375, 346, 216, 40, 138, 324, 944
236, CIVILIZATION_SUMERIA, 11, 153, 68, 51, 20, 4, 8, 2, 268, 118, 1837, 2903, 334, 434, 1448, 59, 968, 482, 268, 730, 51, 152, 86, 296
236, CIVILIZATION_NORWAY, 11, 134, 58, 39, 3, 0, 2, 0, 221, 70, 1122, 128, 155, 80, 731, 71, 708, 387, 221, 353, 45, 133, 95, 204
236, CIVILIZATION_ENGLAND, 11, 183, 67, 40, 26, 11, 13, 12, 253, 116, 1995, 1022, 303, 128, 1503, 34, 909, 632, 253, 451, 49, 182, 167, 258
236, CIVILIZATION_FRANCE, 10, 142, 62, 51, 27, 7, 15, 19, 320, 118, 1846, 460, 158, 296, 1803, 202, 778, 489, 320, 638, 45, 141, 91, 476
236, CIVILIZATION_BRAZIL, 14, 165, 62, 51, 13, 1, 3, 11, 315, 95, 2691, 335, 186, 347, 1543, 117, 878, 476, 315, 459, 57, 164, 73, 424
236, CIVILIZATION_ARABIA, 9, 121, 60, 44, 42, 24, 9, 13, 207, 86, 856, 649, 188, 131, 1053, 139, 627, 397, 207, 417, 38, 120, 56, 190
236, CIVILIZATION_ZANZIBAR, 1, 13, 62, 33, 3, 2, 0, 1, 13, 10, 2443, 123, 10, 7, 64, 0, 15, 31, 13, 40, 2, 12, 18, 12
236, CIVILIZATION_BUENOS_AIRES, 1, 11, 62, 32, 3, 0, 0, 1, 13, 9, 8, 48, 10, 5, 18, 0, 4, 42, 13, 15, 1, 10, 0, 6
236, CIVILIZATION_NAN_MADOL, 1, 6, 61, 27, 1, 0, 0, 0, 18, 8, 11, 35, 5, 12, 16, 0, 10, 15, 18, 25, 2, 5, 8, 30
236, CIVILIZATION_PRESLAV, 1, 15, 60, 34, 1, 0, 0, 0, 17, 14, 112, 104, 8, 5, 7, 0, 5, 68, 17, 15, 1, 15, 0, 12
236, CIVILIZATION_LA_VENTA, 1, 14, 61, 33, 4, 1, 0, 0, 13, 9, 598, 2626, 13, 7, 23, 15, 8, 45, 13, 34, 2, 14, 19, 12
236, CIVILIZATION_JAKARTA, 1, 16, 62, 27, 8, 0, 0, 0, 13, 9, 77, 40, 11, 7, 27, 0, 4, 45, 13, 23, 1, 17, 0, 0
236, CIVILIZATION_VALLETTA, 1, 15, 62, 36, 3, 2, 1, 0, 15, 12, 673, 107, 9, 6, 12, 0, 2, 70, 15, 16, 1, 16, 14, 6
236, CIVILIZATION_AMSTERDAM, 1, 15, 60, 32, 4, 1, 0, 1, 16, 10, 1913, 187, 9, 5, 37, 1, 2, 64, 16, 20, 2, 15, 17, 6
236, CIVILIZATION_VILNIUS, 1, 10, 61, 33, 5, 2, 0, 0, 17, 12, 596, 18, 9, 9, 22, 0, 13, 24, 17, 19, 1, 10, 10, 6
236, CIVILIZATION_HATTUSA, 1, 12, 60, 34, 3, 0, 0, 3, 12, 8, 591, 368, 18, 8, 28, 1, 4, 40, 12, 19, 2, 12, 17, 6
237, CIVILIZATION_KONGO, 13, 141, 52, 51, 9, 1, 0, 2, 347, 47, 5694, 1236, 169, 635, 725, 23, 384, 378, 347, 220, 40, 140, 324, 944
237, CIVILIZATION_SUMERIA, 11, 153, 68, 51, 20, 4, 8, 2, 269, 116, 759, 2963, 328, 446, 1448, 59, 967, 483, 269, 730, 51, 152, 86, 288
237, CIVILIZATION_NORWAY, 11, 136, 58, 39, 3, 0, 2, 0, 222, 69, 411, 200, 157, 81, 739, 71, 708, 388, 222, 353, 45, 135, 95, 204
237, CIVILIZATION_ENGLAND, 11, 183, 67, 40, 28, 11, 13, 12, 254, 117, 817, 1063, 303, 128, 1498, 40, 934, 636, 254, 454, 50, 182, 158, 258
237, CIVILIZATION_FRANCE, 10, 142, 62, 51, 27, 7, 15, 20, 320, 116, 1148, 663, 158, 301, 1795, 202, 767, 483, 320, 643, 45, 141, 84, 484
237, CIVILIZATION_BRAZIL, 14, 165, 62, 51, 13, 1, 3, 12, 317, 96, 1309, 453, 186, 345, 1543, 117, 919, 474, 317, 480, 58, 164, 79, 424
237, CIVILIZATION_ARABIA, 9, 120, 60, 44, 42, 24, 9, 13, 207, 86, 649, 568, 187, 125, 1051, 154, 627, 404, 207, 417, 38, 119, 56, 238
237, CIVILIZATION_ZANZIBAR, 1, 13, 62, 33, 3, 2, 0, 1, 13, 9, 2469, 124, 10, 7, 64, 0, 15, 30, 13, 40, 2, 12, 18, 12
237, CIVILIZATION_BUENOS_AIRES, 1, 11, 62, 32, 3, 0, 0, 1, 13, 9, 6, 48, 10, 5, 18, 0, 4, 42, 13, 15, 1, 10, 0, 6
237, CIVILIZATION_NAN_MADOL, 1, 6, 61, 27, 1, 0, 0, 0, 18, 8, 12, 35, 5, 12, 18, 0, 14, 12, 18, 25, 2, 5, 8, 30
237, CIVILIZATION_PRESLAV, 1, 15, 60, 34, 1, 0, 0, 0, 17, 14, 112, 104, 8, 5, 7, 0, 5, 68, 17, 15, 1, 15, 0, 12
237, CIVILIZATION_LA_VENTA, 1, 14, 61, 33, 4, 1, 0, 0, 13, 9, 604, 2642, 13, 7, 23, 15, 8, 45, 13, 34, 2, 14, 19, 12
237, CIVILIZATION_JAKARTA, 1, 16, 62, 27, 8, 0, 0, 0, 13, 9, 62, 40, 11, 7, 27, 0, 4, 45, 13, 23, 1, 17, 0, 0
237, CIVILIZATION_VALLETTA, 1, 15, 62, 36, 3, 2, 1, 0, 15, 12, 664, 107, 9, 6, 12, 0, 2, 70, 15, 16, 1, 16, 14, 6
237, CIVILIZATION_AMSTERDAM, 1, 15, 60, 32, 4, 1, 0, 1, 16, 10, 1939, 190, 9, 5, 46, 2, 3, 64, 16, 20, 2, 15, 33, 6
237, CIVILIZATION_VILNIUS, 1, 10, 61, 33, 5, 2, 0, 0, 17, 12, 577, 18, 8, 9, 16, 0, 13, 23, 17, 19, 1, 10, 0, 6
237, CIVILIZATION_HATTUSA, 1, 12, 60, 34, 3, 0, 0, 3, 12, 8, 579, 370, 18, 8, 28, 1, 4, 40, 12, 19, 2, 12, 17, 6
238, CIVILIZATION_KONGO, 13, 141, 52, 51, 9, 1, 0, 2, 349, 47, 4496, 1259, 165, 634, 742, 22, 380, 373, 349, 228, 42, 140, 275, 944
238, CIVILIZATION_SUMERIA, 11, 153, 68, 51, 20, 4, 8, 2, 269, 118, 1448, 3023, 328, 446, 1475, 59, 972, 491, 269, 744, 51, 152, 86, 288
238, CIVILIZATION_NORWAY, 11, 136, 58, 39, 3, 0, 2, 0, 222, 71, 488, 416, 157, 81, 743, 71, 710, 392, 222, 353, 45, 135, 95, 204
238, CIVILIZATION_ENGLAND, 11, 183, 67, 40, 28, 11, 13, 14, 255, 117, 1412, 1104, 303, 128, 1490, 40, 935, 643, 255, 454, 50, 182, 160, 258
238, CIVILIZATION_FRANCE, 10, 145, 62, 51, 27, 7, 15, 20, 320, 116, 1176, 868, 160, 301, 1795, 205, 776, 492, 320, 643, 45, 144, 84, 480
238, CIVILIZATION_BRAZIL, 14, 166, 63, 51, 14, 1, 3, 12, 318, 97, 1213, 572, 193, 346, 1552, 119, 897, 475, 318, 486, 58, 165, 74, 424
238, CIVILIZATION_ARABIA, 9, 123, 61, 45, 42, 24, 9, 13, 207, 86, 653, 710, 189, 137, 1078, 141, 630, 403, 207, 417, 38, 122, 59, 196
238, CIVILIZATION_ZANZIBAR, 1, 13, 62, 33, 3, 2, 0, 1, 13, 10, 2510, 125, 10, 7, 69, 0, 15, 30, 13, 40, 2, 12, 18, 22
238, CIVILIZATION_BUENOS_AIRES, 1, 11, 62, 32, 3, 0, 0, 1, 13, 9, 4, 48, 10, 5, 18, 0, 4, 42, 13, 15, 1, 10, 0, 6
238, CIVILIZATION_NAN_MADOL, 1, 6, 61, 27, 1, 0, 0, 0, 18, 9, 11, 35, 5, 12, 16, 0, 10, 15, 18, 25, 2, 5, 8, 30
238, CIVILIZATION_PRESLAV, 1, 15, 60, 34, 1, 0, 0, 0, 17, 14, 112, 104, 8, 5, 8, 0, 5, 70, 17, 15, 1, 15, 0, 12
238, CIVILIZATION_LA_VENTA, 1, 14, 61, 33, 4, 1, 0, 0, 13, 9, 610, 2657, 13, 7, 23, 15, 8, 45, 13, 34, 2, 14, 19, 12
238, CIVILIZATION_JAKARTA, 1, 16, 62, 27, 8, 0, 0, 0, 13, 9, 47, 40, 11, 7, 27, 0, 4, 45, 13, 23, 1, 17, 0, 0
238, CIVILIZATION_VALLETTA, 1, 15, 62, 36, 3, 2, 1, 0, 15, 12, 654, 107, 9, 6, 12, 0, 2, 70, 15, 16, 1, 16, 14, 6
238, CIVILIZATION_AMSTERDAM, 1, 15, 60, 32, 4, 1, 0, 1, 16, 10, 1965, 193, 9, 5, 46, 2, 3, 64, 16, 20, 2, 15, 33, 6
238, CIVILIZATION_VILNIUS, 1, 10, 61, 33, 5, 2, 0, 0, 17, 12, 563, 18, 9, 9, 22, 0, 12, 27, 17, 19, 1, 10, 10, 6
238, CIVILIZATION_HATTUSA, 1, 12, 60, 34, 3, 0, 0, 3, 12, 8, 412, 372, 18, 8, 28, 1, 4, 40, 12, 19, 2, 12, 17, 6
239, CIVILIZATION_KONGO, 15, 143, 52, 51, 9, 1, 0, 2, 370, 48, 2032, 1282, 170, 646, 778, 23, 389, 394, 370, 232, 42, 142, 324, 944
239, CIVILIZATION_SUMERIA, 11, 154, 68, 51, 20, 4, 8, 2, 269, 116, 2125, 3082, 323, 451, 1467, 59, 982, 488, 269, 751, 51, 153, 78, 280
239, CIVILIZATION_NORWAY, 11, 137, 59, 39, 3, 0, 2, 0, 223, 71, 417, 292, 161, 82, 743, 71, 712, 390, 223, 353, 45, 136, 95, 204
239, CIVILIZATION_ENGLAND, 11, 183, 67, 40, 28, 11, 13, 14, 256, 118, 1192, 1150, 303, 128, 1490, 46, 934, 648, 256, 454, 50, 182, 158, 274
239, CIVILIZATION_FRANCE, 10, 146, 62, 51, 27, 7, 15, 20, 320, 116, 2238, 469, 161, 306, 1802, 205, 788, 501, 320, 643, 45, 145, 91, 482
239, CIVILIZATION_BRAZIL, 14, 168, 63, 51, 14, 1, 3, 12, 318, 99, 2038, 350, 197, 354, 1594, 119, 899, 487, 318, 499, 58, 167, 78, 424
239, CIVILIZATION_ARABIA, 9, 123, 61, 45, 42, 24, 9, 13, 209, 86, 658, 557, 192, 131, 1074, 141, 616, 403, 209, 417, 38, 122, 53, 208
239, CIVILIZATION_ZANZIBAR, 1, 13, 62, 33, 3, 2, 0, 1, 13, 10, 2550, 126, 10, 7, 69, 0, 15, 30, 13, 40, 2, 12, 18, 22
239, CIVILIZATION_BUENOS_AIRES, 1, 11, 62, 32, 3, 0, 0, 0, 13, 9, 8, 48, 10, 5, 18, 0, 4, 42, 13, 15, 1, 10, 0, 6
239, CIVILIZATION_NAN_MADOL, 1, 6, 61, 27, 1, 0, 0, 0, 18, 9, 7, 35, 5, 12, 13, 0, 16, 12, 18, 25, 2, 5, 8, 30
239, CIVILIZATION_PRESLAV, 1, 15, 60, 34, 1, 0, 0, 0, 17, 14, 113, 104, 8, 5, 8, 0, 5, 70, 17, 15, 1, 15, 0, 12
239, CIVILIZATION_LA_VENTA, 1, 14, 61, 33, 4, 1, 0, 0, 13, 9, 616, 2672, 13, 7, 23, 15, 8, 45, 13, 34, 2, 14, 19, 12
239, CIVILIZATION_JAKARTA, 1, 17, 62, 27, 8, 0, 0, 0, 13, 9, 27, 40, 9, 5, 21, 0, 2, 45, 13, 23, 1, 19, 0, 0
239, CIVILIZATION_VALLETTA, 1, 15, 62, 36, 3, 2, 1, 0, 15, 12, 645, 107, 9, 6, 12, 0, 2, 70, 15, 16, 1, 16, 14, 6
239, CIVILIZATION_AMSTERDAM, 1, 15, 60, 32, 4, 1, 0, 1, 16, 10, 1991, 195, 9, 5, 46, 2, 3, 64, 16, 20, 2, 15, 33, 6
239, CIVILIZATION_VILNIUS, 1, 10, 61, 33, 5, 2, 0, 0, 17, 12, 550, 18, 9, 9, 22, 0, 13, 24, 17, 19, 1, 10, 10, 6
239, CIVILIZATION_HATTUSA, 1, 12, 60, 34, 3, 0, 0, 3, 12, 7, 400, 374, 18, 8, 28, 1, 4, 37, 12, 19, 2, 12, 17, 6
240, CIVILIZATION_KONGO, 15, 142, 52, 51, 9, 1, 0, 2, 373, 49, 1958, 1306, 174, 658, 804, 24, 399, 395, 373, 237, 42, 141, 347, 944
240, CIVILIZATION_SUMERIA, 11, 156, 68, 51, 20, 4, 8, 2, 269, 117, 971, 3142, 325, 452, 1519, 59, 978, 496, 269, 751, 52, 155, 75, 280
240, CIVILIZATION_NORWAY, 11, 138, 59, 39, 5, 0, 4, 0, 223, 74, 634, 184, 162, 84, 753, 71, 725, 393, 223, 362, 45, 137, 95, 204
240, CIVILIZATION_ENGLAND, 11, 183, 67, 40, 28, 11, 13, 15, 257, 119, 1768, 1196, 304, 128, 1489, 46, 935, 657, 257, 454, 50, 182, 160, 274
240, CIVILIZATION_FRANCE, 10, 147, 62, 51, 27, 6, 16, 21, 321, 117, 1912, 681, 170, 324, 1408, 212, 780, 504, 321, 480, 45, 146, 91, 482
240, CIVILIZATION_BRAZIL, 14, 168, 63, 51, 16, 1, 4, 12, 318, 100, 1242, 470, 197, 354, 1603, 119, 895, 492, 318, 506, 58, 167, 70, 424
240, CIVILIZATION_ARABIA, 9, 125, 62, 45, 42, 24, 9, 14, 209, 85, 873, 702, 195, 138, 1085, 145, 610, 398, 209, 417, 38, 124, 53, 208
240, CIVILIZATION_ZANZIBAR, 1, 13, 62, 33, 3, 2, 0, 1, 13, 10, 2590, 127, 10, 7, 69, 0, 15, 30, 13, 40, 2, 12, 18, 22
240, CIVILIZATION_BUENOS_AIRES, 1, 11, 62, 32, 3, 0, 0, 0, 13, 9, 12, 48, 10, 5, 18, 0, 4, 42, 13, 15, 1, 10, 0, 6
